premises-FOL,conclusion-FOL,label,premise,hypothesis,count_prem
"∀x (Disposable(x) ∧ Product(x) → ¬HelpSlowDown(x, globalWarming))
∀x (EcoFriendly(x) ∧ Brand(x) → Help(x, slowDownGlobalWarming))
∀x (Sustainable(x) ∧ FashionBrand(x) → EcoFriendly(x) ∧ Brand(x))
∀x (FastFashion(x) ∧ Product(x) → Disposable(x) ∧ Product(x)) 
¬HelpSlowDown(reformation, globalWarming) → (EcoFriendly(reformation) ∧ Brand(reformation)) ∨ (Sustainable(reformation) ∧ FashionBrand(reformation))",FastFashion(reformation) ∧ Product(reformation),False,"No disposable products can help slow down global warming. 
All eco-friendly brands can help slow down global warming. 
All sustainable fashion brands are eco-friendly brands.
All fast fashion products are disposable products.
If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.",Reformation produces fast fashion products.,5
"∀x (Disposable(x) ∧ Product(x) → ¬HelpSlowDown(x, globalWarming))
∀x (EcoFriendly(x) ∧ Brand(x) → Help(x, slowDownGlobalWarming))
∀x (Sustainable(x) ∧ FashionBrand(x) → EcoFriendly(x) ∧ Brand(x))
∀x (FastFashion(x) ∧ Product(x) → Disposable(x) ∧ Product(x)) 
¬HelpSlowDown(reformation, globalWarming) → (EcoFriendly(reformation) ∧ Brand(reformation)) ∨ (Sustainable(reformation) ∧ FashionBrand(reformation))",¬(FastFashion(reformation) ∧ Product(reformation)),True,"No disposable products can help slow down global warming. 
All eco-friendly brands can help slow down global warming. 
All sustainable fashion brands are eco-friendly brands.
All fast fashion products are disposable products.
If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.",Reformation does not produce fast fashion products.,5
"∀x (Disposable(x) ∧ Product(x) → ¬HelpSlowDown(x, globalWarming))
∀x (EcoFriendly(x) ∧ Brand(x) → Help(x, slowDownGlobalWarming))
∀x (Sustainable(x) ∧ FashionBrand(x) → EcoFriendly(x) ∧ Brand(x))
∀x (FastFashion(x) ∧ Product(x) → Disposable(x) ∧ Product(x)) 
¬HelpSlowDown(reformation, globalWarming) → (EcoFriendly(reformation) ∧ Brand(reformation)) ∨ (Sustainable(reformation) ∧ FashionBrand(reformation))",¬(FastFashion(reformation) ∧ Product(reformation)) ∨ ¬(Disposable(x) ∧ Product(x)),True,"No disposable products can help slow down global warming. 
All eco-friendly brands can help slow down global warming. 
All sustainable fashion brands are eco-friendly brands.
All fast fashion products are disposable products.
If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.",Reformation does not produce fast fashion products or does not produce disposable products.,5
"∀x (Disposable(x) ∧ Product(x) → ¬HelpSlowDown(x, globalWarming))
∀x (EcoFriendly(x) ∧ Brand(x) → Help(x, slowDownGlobalWarming))
∀x (Sustainable(x) ∧ FashionBrand(x) → EcoFriendly(x) ∧ Brand(x))
∀x (FastFashion(x) ∧ Product(x) → Disposable(x) ∧ Product(x)) 
¬HelpSlowDown(reformation, globalWarming) → (EcoFriendly(reformation) ∧ Brand(reformation)) ∨ (Sustainable(reformation) ∧ FashionBrand(reformation))",(Disposable(reformation) ∧ Product(reformation)) → (FastFashion(reformation) ∧ Product(reformation)),True,"No disposable products can help slow down global warming. 
All eco-friendly brands can help slow down global warming. 
All sustainable fashion brands are eco-friendly brands.
All fast fashion products are disposable products.
If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.","If Reformation produces disposable products, then Reformation produces fast fashion products.",5
"∀x (Disposable(x) ∧ Product(x) → ¬HelpSlowDown(x, globalWarming))
∀x (EcoFriendly(x) ∧ Brand(x) → Help(x, slowDownGlobalWarming))
∀x (Sustainable(x) ∧ FashionBrand(x) → EcoFriendly(x) ∧ Brand(x))
∀x (FastFashion(x) ∧ Product(x) → Disposable(x) ∧ Product(x)) 
¬HelpSlowDown(reformation, globalWarming) → (EcoFriendly(reformation) ∧ Brand(reformation)) ∨ (Sustainable(reformation) ∧ FashionBrand(reformation))","(FastFashion(reformation) ∧ Product(reformation)) ∨ ¬HelpSlowDown(reformation, globalWarming)",False,"No disposable products can help slow down global warming. 
All eco-friendly brands can help slow down global warming. 
All sustainable fashion brands are eco-friendly brands.
All fast fashion products are disposable products.
If Reformation is not helping slow down global warming, then Reformation is an eco-friendly brand or a sustainable fashion brand.","If Reformation produces fast fashion products or helps slow down global warming, then Reformation produces fast fashion products.",5
"Cricketeer(royRichardson) ∧ PlaysFor(royRichardson, sintMaarten) ∧ ConstituentCountry(sintMaarten)
RightHanded(royRichardson) ∧ Batsman(royRichardson) ∧ MediumPaceBowler(royRichardson)
OldAtDebut(royRichardson)
Dismisses(shervilleHuggins, royRichardson)","∀x ∀y ((ConsituentCountry(y) ∧ PlayedFor(x, y)) →  ¬Dismissed(shervillehuggins, x))",False,"Roy Richardson was a cricketer who played for Sint Maarten, a constituent country.
Roy Richardson was a right-handed batsman and medium-pace bowler.
Roy Richardson was old when he debuted in cricket.
Sherville Huggins dismissed Roy Richardson.",Sherville Huggins has never dismissed anyone playing cricket for a constituent country.,4
"Cricketeer(royRichardson) ∧ PlaysFor(royRichardson, sintMaarten) ∧ ConstituentCountry(sintMaarten)
RightHanded(royRichardson) ∧ Batsman(royRichardson) ∧ MediumPaceBowler(royRichardson)
OldAtDebut(royRichardson)
Dismisses(shervilleHuggins, royRichardson)","∀x ((RightHanded(x) ∧ MediumPaceBowler(x)) → ¬PlayedFor(x, sintMaarten))",False,"Roy Richardson was a cricketer who played for Sint Maarten, a constituent country.
Roy Richardson was a right-handed batsman and medium-pace bowler.
Roy Richardson was old when he debuted in cricket.
Sherville Huggins dismissed Roy Richardson.",No right-handed medium-pace bowlers were playing for Sint Maarten.,4
"∀x (IPhone(x) → ¬StandaloneDesktop(x))
∀x (AppleMade(x) ∧ Cellphone(x) → IPhone(x))
∀x (Phone(x) ∧ With(x, a15BionicChip) → AppleMade(x) ∧ Cellphone(x))
∀x (Phone(x) ∧ EquippedWith(x, fourCoreGPU) ∧ MadeBy(x, apple) → Phone(x) ∧ With(x, a15BionicChip))
(Phone(unannouncedHuaweiPhone) ∧ With(unannouncedHuaweiPhone, a15BionicChip)) ⊕ (Phone(unannouncedHuaweiPhone) ∧ EquippedWith(unannouncedHuaweiPhone, fourCoreGPU) ∧ MadeBy(unannouncedHuaweiPhone, apple)) → ¬(Phone(unannouncedHuaweiPhone) ∧ With(unannouncedHuaweiPhone, a15BionicChip) ∧ StandaloneDesktop(unannouncedHuaweiPhone))","Phone(unannouncedHuaweiPhone) ∧ EquippedWith(unannouncedHuaweiPhone, fourCoreGPU) ∧ MadeByApple(unannouncedHuaweiPhone)",False,"No iPhones are standalone desktops. 
All Apple-made cellphones are iPhones.  
All phones with A15 Bionic chips are Apple-made cell phones. 
All phones equipped with four core-GPU made by Apple are phones with A15 Bionic chips. 
If an unannounced Huawei phone is either a phone with A15 Bionic chips or equipped with four core-GPU made by Apple, then unannounced Huawei phone is neither a phone with A15 Bionic chips nor a standalone desktop.",Joe is a PhD student.,5
"∀x (IPhone(x) → ¬StandaloneDesktop(x))
∀x (AppleMade(x) ∧ Cellphone(x) → IPhone(x))
∀x (Phone(x) ∧ With(x, a15BionicChip) → AppleMade(x) ∧ Cellphone(x))
∀x (Phone(x) ∧ EquippedWith(x, fourCoreGPU) ∧ MadeBy(x, apple) → Phone(x) ∧ With(x, a15BionicChip))
(Phone(unannouncedHuaweiPhone) ∧ With(unannouncedHuaweiPhone, a15BionicChip)) ⊕ (Phone(unannouncedHuaweiPhone) ∧ EquippedWith(unannouncedHuaweiPhone, fourCoreGPU) ∧ MadeBy(unannouncedHuaweiPhone, apple)) → ¬(Phone(unannouncedHuaweiPhone) ∧ With(unannouncedHuaweiPhone, a15BionicChip) ∧ StandaloneDesktop(unannouncedHuaweiPhone))","¬(Phone(unannouncedHuaweiPhone) ∧ EquippedWith(unannouncedHuaweiPhone, fourCoreGPU) ∧ MadeByApple(unannouncedHuaweiPhone))",True,"No iPhones are standalone desktops. 
All Apple-made cellphones are iPhones.  
All phones with A15 Bionic chips are Apple-made cell phones. 
All phones equipped with four core-GPU made by Apple are phones with A15 Bionic chips. 
If an unannounced Huawei phone is either a phone with A15 Bionic chips or equipped with four core-GPU made by Apple, then unannounced Huawei phone is neither a phone with A15 Bionic chips nor a standalone desktop.",Joe is not a PhD student.,5
"WorldLeadingLightingDesigner(hughVanstone)
From(hughVanstone, unitedKingdom)
∃x(GreaterThan(x, num160) ∧ LitProductions(hughVanstone,x))
∃x(Hometown(hughVanstone,x) ∧ AttendedSchoolIn(hughVanstone,x))","WorldLeadingLightingDesigner(hughVanstone) ∧ From(hughVanstone, unitedKingdom)",True,"Hugh Vanstone is one of the world's leading lighting designers. 
Hugh Vanstone is from the UK.
Hugh Vanstone has lit more than 160 productions.
Hugh Vanstone attended a school where he is from. ",Hugh Vanstone is one of the world's leading lighting designers and is from the UK.,4
"American(donaldErvinKnuth) ∧ ComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorEmeritusAt(donaldErvinKnuth, stanford)
Called(donaldErvinKnuth, fatherOfTheAnalysisOfAlgorithms)","∃x (American(x) ∧ ComputerScientist(x) ∧ Called(x, fatherOfTheAnalysisOfAlgorithms))",True,"Donald Ervin Knuth is an American computer scientist, mathematician, and Professor Emeritus at Stanford University.
Knuth has been called the ""father of the analysis of algorithms.""","An American scientist has been called the ""father of the analysis of algorithms"".",3
"American(donaldErvinKnuth) ∧ ComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorEmeritusAt(donaldErvinKnuth, stanford)
Called(donaldErvinKnuth, fatherOfTheAnalysisOfAlgorithms)","∃x (Mathematician(x) ∧ Called(x, fatherOfTheAnalysisOfAlgorithms))",True,"Donald Ervin Knuth is an American computer scientist, mathematician, and Professor Emeritus at Stanford University.
Knuth has been called the ""father of the analysis of algorithms.""","A mathematician has been called the ""father of the analysis of algorithms"".",3
"∀x (NeocrepidoderaCorpulenta(x) → (FleaBeetle(x) ∨ Moth(x)))
∀x (NeocrepidoderaCorpulenta(x) → In(x, chrysomelidaeFamily))
∀x (In(x, chrysomelidaeFamily) → ¬Moth(x))
∃x (NeocrepidoderaCorpulenta(x))","∃x (FleaBeetle(x) ∧ In(x, chrysomelidaeFamily))",True,"Neocrepidodera Corpulentas are flea beetles or moths, or both.
Neocrepidodera Corpulentas are in the Chrysomelidae family.
There are no moths within the Chrysomelidae family.
There is a Neocrepidodera Corpulenta. ",There is a flea beetle within the Chrysomelidae family.,4
"∀x (NeocrepidoderaCorpulenta(x) → (FleaBeetle(x) ∨ Moth(x)))
∀x (NeocrepidoderaCorpulenta(x) → In(x, chrysomelidaeFamily))
∀x (In(x, chrysomelidaeFamily) → ¬Moth(x))
∃x (NeocrepidoderaCorpulenta(x))","∀x (FleaBeetle(x) → ¬In(x, chrysomelidaeFamily))",False,"Neocrepidodera Corpulentas are flea beetles or moths, or both.
Neocrepidodera Corpulentas are in the Chrysomelidae family.
There are no moths within the Chrysomelidae family.
There is a Neocrepidodera Corpulenta. ",There are no flea beetles within the Chrysomelidae family.,4
"Milanese(carrozzeriaColli) ∧ CoachBuilder(carrozzeriaColli) ∧ Company(carrozzeriaColli) ∧ EstablishedBy(carrozzeriaColli, giuseppeColli) ∧ EstablishedIn(carrozzeriaColli, 1931)
Company(carrozzeriaColli) ∧ SpecializesIn(carrozzeriaColli, usingAluminum)
∀x (BuiltBy(x, carrozzeriaColli) ∧ FirstAutomobile(x) → RacingCar(x))
∃x (BuiltBy(x, carrozzeriaColli) ∧ RacingCar(x) ∧ Used(x, fiat1100mechanicals) ∧ Used(x, chassis))
∃x (Airforce(x) ∧ WorkedFor(carrozzeriaColli, x))
∃(CarBody(x) ∧ Made(x, carrozzeriaColli))","∃x ∃y (Company(x) ∧ EstablishedBy(x, giuseppeColli) ∧ CarBody(y) ∧ Made(y, x))",True,"Carrozzeria Colli is a Milanese coachbuilder company established by Giuseppe Colli in 1931.
Carrozzeria Colli is a company that specializes in using aluminum.
The first automobiles built by Carrozzeria Colli were racing cars.
Some racing cars built by Carrozzeria Colli used Fiat 1100 mechanicals and chassis.
Carrozzeria Colli worked for airforces.
Carrozzeria Colli made car bodies. ",Giuseppe Colli established a company that made car bodies.,6
"Milanese(carrozzeriaColli) ∧ CoachBuilder(carrozzeriaColli) ∧ Company(carrozzeriaColli) ∧ EstablishedBy(carrozzeriaColli, giuseppeColli) ∧ EstablishedIn(carrozzeriaColli, 1931)
Company(carrozzeriaColli) ∧ SpecializesIn(carrozzeriaColli, usingAluminum)
∀x (BuiltBy(x, carrozzeriaColli) ∧ FirstAutomobile(x) → RacingCar(x))
∃x (BuiltBy(x, carrozzeriaColli) ∧ RacingCar(x) ∧ Used(x, fiat1100mechanicals) ∧ Used(x, chassis))
∃x (Airforce(x) ∧ WorkedFor(carrozzeriaColli, x))
∃(CarBody(x) ∧ Made(x, carrozzeriaColli))","∃x (Milanese(x) ∧ CoachBuilder(x) ∧ Company(x) ∧ EstablishedBy(x, giuseppeColli) ∧ SpecializesIn(x, usingAluminum))",True,"Carrozzeria Colli is a Milanese coachbuilder company established by Giuseppe Colli in 1931.
Carrozzeria Colli is a company that specializes in using aluminum.
The first automobiles built by Carrozzeria Colli were racing cars.
Some racing cars built by Carrozzeria Colli used Fiat 1100 mechanicals and chassis.
Carrozzeria Colli worked for airforces.
Carrozzeria Colli made car bodies. ",Giuseppe Colli established a Milanese coachbuilder company that specialized in using aluminum.,6
"∀x (Sells(quiksilver, x) → (Sportswear(x) ∨ Clothing(x) ∨ Footwear(x) ∨ Accessory(x)))
Clothing(flannel)
∃x (Sells(quiksilver, x) ∧ Owns(joe, x))","∃x (Owns(joe, x) ∧ Sportswear(x) ∨ Clothing(x) ∨ Footwear(x) ∨ Accessory(x))",True,"Quiksilver sells sportswear, clothing, footwear, and accessories.
Flannels are a type of clothing.
Joe owns an item from Quiksilver.","Joe owns at least one piece of sportswear, clothing, footwear, or accessory",3
"∀x (VideoGame(x) ∧ ReleasedBy(x, nintendo) → ¬Support(x, pS4))
∀x (VideoGame(x) ∧ In(x, pokemonSeries) → ReleasedBy(x, nintendo))
∀x (VideoGame(x) ∧ In(x, fIFASeries) → Support(x, pS4))
∀x (VideoGame(x) ∧ Simulate(x, onlineSoccer) ∧ Use(x, licensedPlayer) → In(x, fIFASeries))
VideoGame(beLionel) ∧ In(beLionel, pokemonSeries) ∨ (Simulate(beLionel, onlineSoccer) ∧ Use(beLionel, licensedPlayer))","VideoGame(beLionel) ∧  ¬(FIFASeries(beLionel) ⊕ Support(beLionel, pS4))",True,"No video games released by Nintendo support the PS4 platform.
All video games in the Pokemon series are released by Nintendo. 
All video games in the FIFA series support the PS4 platform. 
All video games that allow users to simulate playing online soccer using licensed players are in the FIFA series.
The video game named “Be Lionel” is in the Pokemon series, or it allows users to simulate playing online soccer games using licensed players.","The video game named “Be Lionel” either is in the FIFA series and supports the PS4 platform, or it neither is in the FIFA series nor supports the PS4 platform.",5
"∀x (VideoGame(x) ∧ ReleasedBy(x, nintendo) → ¬Support(x, pS4))
∀x (VideoGame(x) ∧ In(x, pokemonSeries) → ReleasedBy(x, nintendo))
∀x (VideoGame(x) ∧ In(x, fIFASeries) → Support(x, pS4))
∀x (VideoGame(x) ∧ Simulate(x, onlineSoccer) ∧ Use(x, licensedPlayer) → In(x, fIFASeries))
VideoGame(beLionel) ∧ In(beLionel, pokemonSeries) ∨ (Simulate(beLionel, onlineSoccer) ∧ Use(beLionel, licensedPlayer))","VideoGame(beLionel) ∧ FIFASeries(beLionel) ⊕ Support(beLionel, pS4)",False,"No video games released by Nintendo support the PS4 platform.
All video games in the Pokemon series are released by Nintendo. 
All video games in the FIFA series support the PS4 platform. 
All video games that allow users to simulate playing online soccer using licensed players are in the FIFA series.
The video game named “Be Lionel” is in the Pokemon series, or it allows users to simulate playing online soccer games using licensed players.",The video game named “Be Lionel” is either in the FIFA series or supports the PS4 platform.,5
"∀x (VideoGame(x) ∧ ReleasedBy(x, nintendo) → ¬Support(x, pS4))
∀x (VideoGame(x) ∧ In(x, pokemonSeries) → ReleasedBy(x, nintendo))
∀x (VideoGame(x) ∧ In(x, fIFASeries) → Support(x, pS4))
∀x (VideoGame(x) ∧ Simulate(x, onlineSoccer) ∧ Use(x, licensedPlayer) → In(x, fIFASeries))
VideoGame(beLionel) ∧ In(beLionel, pokemonSeries) ∨ (Simulate(beLionel, onlineSoccer) ∧ Use(beLionel, licensedPlayer))","VideoGame(beLionel) ∧ ¬(FIFASeries(beLionel) ∨ Support(beLionel, pS4))",False,"No video games released by Nintendo support the PS4 platform.
All video games in the Pokemon series are released by Nintendo. 
All video games in the FIFA series support the PS4 platform. 
All video games that allow users to simulate playing online soccer using licensed players are in the FIFA series.
The video game named “Be Lionel” is in the Pokemon series, or it allows users to simulate playing online soccer games using licensed players.",The video game named “Be Lionel”  is not in the FIFA or Pokemon series.,5
