question,answer,ground_truth,query
 Each arthropod is not amenable. Each crustacean is amenable. Each crustacean is a lepidopteran. Lepidopterans are metallic. Lepidopterans are invertebrates. Wren is a crustacean. Is the following statement true or false? Wren is not amenable., Wren is a crustacean. Each crustacean is amenable. Wren is amenable. ,False,Wren is not amenable
 Animals are transparent. Every animal is an arthropod. Every arthropod is feisty. Each arthropod is an insect. Every insect is bright. Insects are crustaceans. Crustaceans are liquid. Every crustacean is a spider. Spiders are large. Every lepidopteran is not liquid. Every spider is a butterfly. Each butterfly is brown. Butterflies are invertebrates. Invertebrates are aggressive. Every invertebrate is a moth. Max is a crustacean. Is the following statement true or false? Max is liquid., Max is a crustacean. Crustaceans are liquid. Max is liquid. ,True,Max is liquid
 Each cow is not amenable. Cows are vertebrates. Every sheep is amenable. Rex is a cow. Is the following statement true or false? Rex is not amenable., Rex is a cow. Each cow is not amenable. Rex is not amenable. ,True,Rex is not amenable
 Real numbers are metallic. Negative numbers are not metallic. Every negative number is a natural number. Max is a negative number. Is the following statement true or false? Max is metallic., Max is a negative number. Negative numbers are not metallic. Max is not metallic. ,False,Max is metallic
 Every moth is not luminous. Every moth is an animal. Each animal is not fruity. Animals are invertebrates. Crustaceans are luminous. Every invertebrate is small. Every invertebrate is a lepidopteran. Every lepidopteran is not aggressive. Lepidopterans are ants. Ants are not transparent. Each ant is a butterfly. Butterflies are shy. Each butterfly is a spider. Wren is a moth. Is the following statement true or false? Wren is not luminous., Wren is a moth. Every moth is not luminous. Wren is not luminous. ,True,Wren is not luminous
 Real numbers are orange. Mersenne primes are not orange. Mersenne primes are even numbers. Every even number is earthy. Each even number is a prime number. Stella is a Mersenne prime. Is the following statement true or false? Stella is not orange., Stella is a Mersenne prime. Mersenne primes are not orange. Stella is not orange. ,True,Stella is not orange
 Every lepidopteran is not dull. Each lepidopteran is an ant. Every ant is nervous. Every ant is an invertebrate. Each invertebrate is hot. Every invertebrate is an animal. Animals are transparent. Animals are butterflies. Each arthropod is not hot. Fae is an invertebrate. Is the following statement true or false? Fae is not hot., Fae is an invertebrate. Each invertebrate is hot. Fae is hot. ,False,Fae is not hot
 Composite numbers are bright. Every composite number is a natural number. Every natural number is angry. Each natural number is a Mersenne prime. Mersenne primes are hot. Mersenne primes are negative numbers. Negative numbers are not feisty. Every negative number is a prime number. Each prime number is transparent. Even numbers are not hot. Prime numbers are numbers. Rex is a Mersenne prime. Is the following statement true or false? Rex is not hot., Rex is a Mersenne prime. Mersenne primes are hot. Rex is hot. ,False,Rex is not hot
 Every integer is transparent. Prime numbers are shy. Each integer is a composite number. Composite numbers are small. Every composite number is an even number. Even numbers are spicy. Every even number is a natural number. Natural numbers are not amenable. Each natural number is a Mersenne prime. Mersenne primes are not hot. Every Mersenne prime is a fraction. Every fraction is earthy. Fractions are real numbers. Real numbers are bright. Real numbers are negative numbers. Each negative number is not shy. Negative numbers are numbers. Stella is a negative number. Is the following statement true or false? Stella is shy., Stella is a negative number. Each negative number is not shy. Stella is not shy. ,False,Stella is shy
 Each natural number is mean. Each natural number is a fraction. Fractions are bitter. Fractions are prime numbers. Each prime number is fruity. Prime numbers are real numbers. Every integer is temperate. Each real number is brown. Each real number is a Mersenne prime. Every Mersenne prime is not small. Every Mersenne prime is a composite number. Composite numbers are not temperate. Every composite number is an even number. Every even number is bright. Every even number is a number. Polly is a composite number. Is the following statement true or false? Polly is temperate., Polly is a composite number. Composite numbers are not temperate. Polly is not temperate. ,False,Polly is temperate
 Every cat is angry. Cats are sheep. Every sheep is sour. Every sheep is a mammal. Every mammal is fruity. Mammals are vertebrates. Vertebrates are not temperate. Each vertebrate is a carnivore. Carnivores are not small. Carnivores are cows. Each cow is not wooden. Each cow is a dog. Dogs are not blue. Animals are temperate. Dogs are felines. Felines are happy. Felines are snakes. Sally is a vertebrate. Is the following statement true or false? Sally is temperate., Sally is a vertebrate. Vertebrates are not temperate. Sally is not temperate. ,False,Sally is temperate
 Numbers are bright. Every number is an even number. Even numbers are not fruity. Each even number is a natural number. Each natural number is shy. Natural numbers are fractions. Each fraction is opaque. Every fraction is an integer. Integers are wooden. Every integer is a real number. Each real number is bitter. Real numbers are Mersenne primes. Each Mersenne prime is amenable. Composite numbers are not wooden. Mersenne primes are negative numbers. Each negative number is large. Negative numbers are prime numbers. Wren is an integer. Is the following statement true or false? Wren is not wooden., Wren is an integer. Integers are wooden. Wren is wooden. ,False,Wren is not wooden
 Lepidopterans are aggressive. Lepidopterans are ants. Every ant is not large. Ants are butterflies. Butterflies are not brown. Butterflies are animals. Each animal is fruity. Animals are crustaceans. Crustaceans are dull. Crustaceans are insects. Every insect is luminous. Insects are spiders. Spiders are happy. Each spider is an invertebrate. Each invertebrate is transparent. Arthropods are not transparent. Invertebrates are moths. Polly is an invertebrate. Is the following statement true or false? Polly is not transparent., Polly is an invertebrate. Each invertebrate is transparent. Polly is transparent. ,False,Polly is not transparent
 Every lepidopteran is not dull. Every ant is dull. Lepidopterans are invertebrates. Invertebrates are hot. Invertebrates are crustaceans. Crustaceans are not aggressive. Crustaceans are animals. Sally is a lepidopteran. Is the following statement true or false? Sally is not dull., Sally is a lepidopteran. Every lepidopteran is not dull. Sally is not dull. ,True,Sally is not dull
 Snakes are aggressive. Sheep are not aggressive. Every sheep is a feline. Rex is a sheep. Is the following statement true or false? Rex is not aggressive., Rex is a sheep. Sheep are not aggressive. Rex is not aggressive. ,True,Rex is not aggressive
 Every fraction is transparent. Every number is bright. Fractions are negative numbers. Every negative number is small. Every negative number is an integer. Every integer is not sweet. Each integer is a real number. Each real number is not bright. Real numbers are even numbers. Even numbers are not amenable. Each even number is a composite number. Each composite number is orange. Every composite number is a prime number. Prime numbers are not fruity. Each prime number is a Mersenne prime. Each Mersenne prime is not metallic. Each Mersenne prime is a natural number. Sally is a real number. Is the following statement true or false? Sally is bright., Sally is a real number. Each real number is not bright. Sally is not bright. ,False,Sally is bright
 Each dog is large. Cows are not large. Each dog is a sheep. Wren is a dog. Is the following statement true or false? Wren is not large., Wren is a dog. Each dog is large. Wren is large. ,False,Wren is not large
 Every feline is aggressive. Felines are animals. Every animal is not temperate. Cats are not aggressive. Every animal is a carnivore. Rex is a feline. Is the following statement true or false? Rex is aggressive., Rex is a feline. Every feline is aggressive. Rex is aggressive. ,True,Rex is aggressive
 Cows are luminous. Every cow is a snake. Snakes are not happy. Snakes are mammals. Mammals are earthy. Each mammal is a cat. Cats are cold. Cats are vertebrates. Vertebrates are not spicy. Every vertebrate is a carnivore. Carnivores are bright. Dogs are happy. Carnivores are sheep. Sheep are small. Sheep are felines. Every feline is opaque. Every feline is an animal. Fae is a snake. Is the following statement true or false? Fae is not happy., Fae is a snake. Snakes are not happy. Fae is not happy. ,True,Fae is not happy
