question,answer,ground_truth,query
 Every dog is opaque. Each dog is a feline. Felines are hot. Every feline is a cat. Cats are earthy. Each cat is a vertebrate. Animals are not dull. Vertebrates are red. Vertebrates are sheep. Every sheep is not metallic. Each sheep is a mammal. Every mammal is feisty. Mammals are snakes. Snakes are angry. Snakes are cows. Each cow is dull. Every cow is a carnivore. Alex is a vertebrate. Is the following statement true or false? Alex is dull., Alex is a vertebrate. Vertebrates are sheep. Alex is a sheep. Each sheep is a mammal. Alex is a mammal. Mammals are snakes. Alex is a snake. Snakes are cows. Alex is a cow. Each cow is dull. Alex is dull. ,True,Alex is dull
 Cows are hot. Cows are vertebrates. Every vertebrate is opaque. Vertebrates are animals. Animals are not small. Each animal is a dog. Each dog is dull. Carnivores are not sour. Each dog is a mammal. Every mammal is sour. Each mammal is a snake. Snakes are nervous. Snakes are felines. Sally is a cow. Is the following statement true or false? Sally is not sour., Sally is a cow. Cows are vertebrates. Sally is a vertebrate. Vertebrates are animals. Sally is an animal. Each animal is a dog. Sally is a dog. Each dog is a mammal. Sally is a mammal. Every mammal is sour. Sally is sour. ,False,Sally is not sour
 Every dog is not large. Every animal is fruity. Each animal is a mammal. Mammals are orange. Every mammal is a snake. Each snake is dull. Each snake is a carnivore. Each carnivore is kind. Carnivores are felines. Each feline is large. Felines are vertebrates. Each vertebrate is liquid. Every vertebrate is a sheep. Max is an animal. Is the following statement true or false? Max is not large., Max is an animal. Each animal is a mammal. Max is a mammal. Every mammal is a snake. Max is a snake. Each snake is a carnivore. Max is a carnivore. Carnivores are felines. Max is a feline. Each feline is large. Max is large. ,False,Max is not large
 Each moth is floral. Moths are spiders. Every spider is sweet. Each spider is a butterfly. Every butterfly is nervous. Butterflies are ants. Ants are liquid. Ants are animals. Every animal is large. Lepidopterans are kind. Every animal is an invertebrate. Invertebrates are blue. Each invertebrate is an insect. Insects are transparent. Every insect is an arthropod. Arthropods are not kind. Each arthropod is a crustacean. Fae is an ant. Is the following statement true or false? Fae is kind., Fae is an ant. Ants are animals. Fae is an animal. Every animal is an invertebrate. Fae is an invertebrate. Each invertebrate is an insect. Fae is an insect. Every insect is an arthropod. Fae is an arthropod. Arthropods are not kind. Fae is not kind. ,False,Fae is kind
 Felines are not bright. Every feline is a cat. Cats are sour. Cats are carnivores. Every carnivore is earthy. Carnivores are snakes. Every snake is angry. Each snake is a mammal. Mammals are transparent. Every mammal is a cow. Every cow is not nervous. Cows are dogs. Every dog is red. Every dog is a vertebrate. Each vertebrate is hot. Sheep are not red. Vertebrates are animals. Alex is a carnivore. Is the following statement true or false? Alex is red., Alex is a carnivore. Carnivores are snakes. Alex is a snake. Each snake is a mammal. Alex is a mammal. Every mammal is a cow. Alex is a cow. Cows are dogs. Alex is a dog. Every dog is red. Alex is red. ,True,Alex is red
 Every carnivore is earthy. Every carnivore is a mammal. Every mammal is not orange. Each mammal is an animal. Animals are not aggressive. Animals are cows. Cows are not transparent. Cows are snakes. Snakes are bitter. Snakes are sheep. Each cat is not large. Each sheep is not bright. Sheep are felines. Each feline is large. Felines are dogs. Each dog is cold. Each dog is a vertebrate. Stella is an animal. Is the following statement true or false? Stella is large., Stella is an animal. Animals are cows. Stella is a cow. Cows are snakes. Stella is a snake. Snakes are sheep. Stella is a sheep. Sheep are felines. Stella is a feline. Each feline is large. Stella is large. ,True,Stella is large
 Butterflies are sour. Every spider is not floral. Butterflies are animals. Every animal is dull. Animals are arthropods. Arthropods are brown. Arthropods are crustaceans. Crustaceans are not amenable. Crustaceans are invertebrates. Every invertebrate is floral. Invertebrates are lepidopterans. Each lepidopteran is not wooden. Each lepidopteran is an ant. Ants are large. Each ant is a moth. Rex is a butterfly. Is the following statement true or false? Rex is not floral., Rex is a butterfly. Butterflies are animals. Rex is an animal. Animals are arthropods. Rex is an arthropod. Arthropods are crustaceans. Rex is a crustacean. Crustaceans are invertebrates. Rex is an invertebrate. Every invertebrate is floral. Rex is floral. ,False,Rex is not floral
 Every spider is liquid. Each crustacean is not happy. Spiders are arthropods. Arthropods are small. Every arthropod is an ant. Every ant is floral. Ants are butterflies. Each butterfly is temperate. Butterflies are moths. Moths are not opaque. Each moth is an animal. Each animal is sweet. Each animal is an invertebrate. Invertebrates are bright. Each invertebrate is a lepidopteran. Lepidopterans are happy. Lepidopterans are insects. Max is a butterfly. Is the following statement true or false? Max is happy., Max is a butterfly. Butterflies are moths. Max is a moth. Each moth is an animal. Max is an animal. Each animal is an invertebrate. Max is an invertebrate. Each invertebrate is a lepidopteran. Max is a lepidopteran. Lepidopterans are happy. Max is happy. ,True,Max is happy
 Fractions are fruity. Each fraction is a Mersenne prime. Every Mersenne prime is temperate. Mersenne primes are integers. Integers are not sour. Integers are prime numbers. Prime numbers are aggressive. Prime numbers are even numbers. Each even number is feisty. Even numbers are numbers. Numbers are opaque. Every number is a natural number. Natural numbers are metallic. Natural numbers are negative numbers. Negative numbers are not small. Negative numbers are real numbers. Every composite number is small. Wren is a prime number. Is the following statement true or false? Wren is not small., Wren is a prime number. Prime numbers are even numbers. Wren is an even number. Even numbers are numbers. Wren is a number. Every number is a natural number. Wren is a natural number. Natural numbers are negative numbers. Wren is a negative number. Negative numbers are not small. Wren is not small. ,True,Wren is not small
 Each moth is nervous. Moths are butterflies. Butterflies are fruity. Each butterfly is a lepidopteran. Each lepidopteran is large. Lepidopterans are arthropods. Each arthropod is not orange. Each arthropod is an animal. Animals are opaque. Each animal is an ant. Each ant is not liquid. Each invertebrate is not amenable. Ants are spiders. Spiders are amenable. Spiders are insects. Every insect is not cold. Every insect is a crustacean. Fae is a lepidopteran. Is the following statement true or false? Fae is not amenable., Fae is a lepidopteran. Lepidopterans are arthropods. Fae is an arthropod. Each arthropod is an animal. Fae is an animal. Each animal is an ant. Fae is an ant. Ants are spiders. Fae is a spider. Spiders are amenable. Fae is amenable. ,False,Fae is not amenable
 Each dog is not large. Dogs are snakes. Snakes are aggressive. Each snake is a feline. Felines are brown. Each feline is a cat. Cats are cold. Each sheep is not opaque. Every cat is a carnivore. Every carnivore is metallic. Every carnivore is a vertebrate. Each vertebrate is shy. Vertebrates are animals. Every animal is opaque. Every animal is a mammal. Mammals are not bright. Mammals are cows. Alex is a feline. Is the following statement true or false? Alex is not opaque., Alex is a feline. Each feline is a cat. Alex is a cat. Every cat is a carnivore. Alex is a carnivore. Every carnivore is a vertebrate. Alex is a vertebrate. Vertebrates are animals. Alex is an animal. Every animal is opaque. Alex is opaque. ,False,Alex is not opaque
 Felines are hot. Every feline is a dog. Dogs are transparent. Every dog is a sheep. Sheep are metallic. Every sheep is a cow. Cows are earthy. Cows are snakes. Snakes are not brown. Each animal is sweet. Every snake is a vertebrate. Every vertebrate is nervous. Each vertebrate is a mammal. Mammals are small. Each mammal is a cat. Every cat is not sweet. Cats are carnivores. Wren is a cow. Is the following statement true or false? Wren is not sweet., Wren is a cow. Cows are snakes. Wren is a snake. Every snake is a vertebrate. Wren is a vertebrate. Each vertebrate is a mammal. Wren is a mammal. Each mammal is a cat. Wren is a cat. Every cat is not sweet. Wren is not sweet. ,True,Wren is not sweet
 Mammals are liquid. Snakes are small. Each mammal is a cow. Every cow is dull. Cows are felines. Every feline is fruity. Felines are dogs. Every dog is angry. Each dog is a sheep. Sheep are not orange. Every sheep is an animal. Every animal is not small. Every animal is a cat. Cats are not sour. Each cat is a vertebrate. Every vertebrate is cold. Each vertebrate is a carnivore. Max is a cow. Is the following statement true or false? Max is small., Max is a cow. Cows are felines. Max is a feline. Felines are dogs. Max is a dog. Each dog is a sheep. Max is a sheep. Every sheep is an animal. Max is an animal. Every animal is not small. Max is not small. ,False,Max is small
