Unnamed: 0,question,answer,ground_truth,query
2028, Every sheep is not red. Each animal is not nervous. Animals are dogs. Every dog is small. Every dog is a vertebrate. Every vertebrate is not liquid. Each vertebrate is a carnivore. Every carnivore is mean. Carnivores are cows. Cows are red. Every cow is a snake. Snakes are floral. Snakes are felines. Felines are not dull. Felines are mammals. Mammals are cold. Mammals are cats. Polly is a vertebrate. Is the following statement true or false? Polly is not red., Polly is a vertebrate. Each vertebrate is a carnivore. Polly is a carnivore. Carnivores are cows. Polly is a cow. Cows are red. Polly is red. ,False,Polly is not red
2029, Each dog is not large. Each dog is a cow. Cows are transparent. Cows are cats. Every cat is dull. Cats are mammals. Each mammal is metallic. Mammals are vertebrates. Every vertebrate is cold. Vertebrates are sheep. Sheep are shy. Sheep are animals. Each feline is orange. Animals are bitter. Each animal is a snake. Snakes are not orange. Every snake is a carnivore. Sam is a sheep. Is the following statement true or false? Sam is orange., Sam is a sheep. Sheep are animals. Sam is an animal. Each animal is a snake. Sam is a snake. Snakes are not orange. Sam is not orange. ,False,Sam is orange
2030, Each vertebrate is fruity. Every vertebrate is a dog. Dogs are shy. Dogs are mammals. Each feline is not amenable. Mammals are amenable. Each mammal is a snake. Snakes are cold. Every snake is a carnivore. Each carnivore is liquid. Every carnivore is an animal. Alex is a vertebrate. Is the following statement true or false? Alex is amenable., Alex is a vertebrate. Every vertebrate is a dog. Alex is a dog. Dogs are mammals. Alex is a mammal. Mammals are amenable. Alex is amenable. ,True,Alex is amenable
2031, Sheep are sweet. Sheep are snakes. Each dog is not liquid. Snakes are not feisty. Every snake is a vertebrate. Vertebrates are liquid. Vertebrates are mammals. Stella is a sheep. Is the following statement true or false? Stella is not liquid., Stella is a sheep. Sheep are snakes. Stella is a snake. Every snake is a vertebrate. Stella is a vertebrate. Vertebrates are liquid. Stella is liquid. ,False,Stella is not liquid
2032, Animals are small. Animals are ants. Each ant is hot. Each ant is a crustacean. Crustaceans are not dull. Each crustacean is a moth. Moths are kind. Each moth is an arthropod. Each arthropod is not feisty. Arthropods are butterflies. Butterflies are not floral. Lepidopterans are transparent. Butterflies are spiders. Spiders are not transparent. Spiders are invertebrates. Invertebrates are orange. Every invertebrate is an insect. Rex is an arthropod. Is the following statement true or false? Rex is not transparent., Rex is an arthropod. Arthropods are butterflies. Rex is a butterfly. Butterflies are spiders. Rex is a spider. Spiders are not transparent. Rex is not transparent. ,True,Rex is not transparent
2033, Animals are dull. Animals are spiders. Each spider is feisty. Spiders are crustaceans. Every crustacean is not hot. Crustaceans are butterflies. Every butterfly is aggressive. Butterflies are moths. Each moth is brown. Each moth is an insect. Each insect is metallic. Every insect is an invertebrate. Invertebrates are earthy. Each lepidopteran is hot. Invertebrates are arthropods. Arthropods are small. Arthropods are ants. Polly is an animal. Is the following statement true or false? Polly is hot., Polly is an animal. Animals are spiders. Polly is a spider. Spiders are crustaceans. Polly is a crustacean. Every crustacean is not hot. Polly is not hot. ,False,Polly is hot
2034, Every integer is not floral. Each integer is a number. Even numbers are not large. Each number is not angry. Each number is a real number. Real numbers are large. Every real number is a fraction. Each fraction is not liquid. Fractions are negative numbers. Each negative number is nervous. Every negative number is a Mersenne prime. Each Mersenne prime is bitter. Each Mersenne prime is a composite number. Composite numbers are not blue. Composite numbers are prime numbers. Prime numbers are dull. Every prime number is a natural number. Rex is an integer. Is the following statement true or false? Rex is not large., Rex is an integer. Each integer is a number. Rex is a number. Each number is a real number. Rex is a real number. Real numbers are large. Rex is large. ,False,Rex is not large
2035, Every number is not brown. Every number is a natural number. Every natural number is opaque. Each natural number is an integer. Integers are wooden. Every Mersenne prime is not bitter. Each integer is a fraction. Fractions are happy. Fractions are prime numbers. Every prime number is not bright. Every prime number is an even number. Even numbers are bitter. Even numbers are negative numbers. Each negative number is kind. Every negative number is a real number. Every real number is large. Every real number is a composite number. Sally is a fraction. Is the following statement true or false? Sally is bitter., Sally is a fraction. Fractions are prime numbers. Sally is a prime number. Every prime number is an even number. Sally is an even number. Even numbers are bitter. Sally is bitter. ,True,Sally is bitter
2036, Prime numbers are hot. Prime numbers are numbers. Numbers are not luminous. Each number is a fraction. Each fraction is orange. Fractions are natural numbers. Each real number is not fruity. Natural numbers are not opaque. Every natural number is an integer. Integers are fruity. Integers are even numbers. Rex is a fraction. Is the following statement true or false? Rex is fruity., Rex is a fraction. Fractions are natural numbers. Rex is a natural number. Every natural number is an integer. Rex is an integer. Integers are fruity. Rex is fruity. ,True,Rex is fruity
2037, Every arthropod is small. Every arthropod is an animal. Each animal is blue. Each animal is a crustacean. Crustaceans are sour. Crustaceans are insects. Each invertebrate is not sour. Polly is an arthropod. Is the following statement true or false? Polly is sour., Polly is an arthropod. Every arthropod is an animal. Polly is an animal. Each animal is a crustacean. Polly is a crustacean. Crustaceans are sour. Polly is sour. ,True,Polly is sour
2038, Sheep are small. Sheep are cats. Every cat is feisty. Cats are felines. Felines are red. Felines are carnivores. Each carnivore is kind. Carnivores are cows. Each cow is not opaque. Cows are mammals. Mammals are fruity. Mammals are dogs. Dogs are cold. Snakes are not red. Each dog is an animal. Animals are bright. Every animal is a vertebrate. Stella is a sheep. Is the following statement true or false? Stella is not red., Stella is a sheep. Sheep are cats. Stella is a cat. Cats are felines. Stella is a feline. Felines are red. Stella is red. ,False,Stella is not red
2039, Spiders are large. Spiders are moths. Every moth is bright. Each moth is an insect. Insects are not cold. Each insect is a butterfly. Butterflies are feisty. Every butterfly is a crustacean. Each crustacean is wooden. Lepidopterans are not wooden. Crustaceans are ants. Every ant is bitter. Every ant is an animal. Polly is an insect. Is the following statement true or false? Polly is wooden., Polly is an insect. Each insect is a butterfly. Polly is a butterfly. Every butterfly is a crustacean. Polly is a crustacean. Each crustacean is wooden. Polly is wooden. ,True,Polly is wooden
2040, Negative numbers are liquid. Every negative number is an even number. Every even number is not amenable. Every even number is a number. Numbers are not small. Numbers are real numbers. Each real number is shy. Fractions are not floral. Real numbers are composite numbers. Composite numbers are bitter. Composite numbers are integers. Integers are not transparent. Each integer is a Mersenne prime. Mersenne primes are floral. Mersenne primes are natural numbers. Each natural number is red. Every natural number is a prime number. Alex is a composite number. Is the following statement true or false? Alex is not floral., Alex is a composite number. Composite numbers are integers. Alex is an integer. Each integer is a Mersenne prime. Alex is a Mersenne prime. Mersenne primes are floral. Alex is floral. ,False,Alex is not floral
2041, Every feline is bright. Felines are sheep. Every sheep is large. Each cat is not transparent. Sheep are snakes. Every snake is transparent. Every snake is a carnivore. Fae is a feline. Is the following statement true or false? Fae is transparent., Fae is a feline. Felines are sheep. Fae is a sheep. Sheep are snakes. Fae is a snake. Every snake is transparent. Fae is transparent. ,True,Fae is transparent
2042, Ants are opaque. Ants are animals. Every animal is angry. Every animal is a butterfly. Butterflies are happy. Butterflies are invertebrates. Each arthropod is not small. Every invertebrate is small. Every invertebrate is a lepidopteran. Lepidopterans are dull. Every lepidopteran is an insect. Insects are earthy. Each insect is a moth. Moths are bitter. Every moth is a spider. Each spider is not brown. Spiders are crustaceans. Sally is an animal. Is the following statement true or false? Sally is not small., Sally is an animal. Every animal is a butterfly. Sally is a butterfly. Butterflies are invertebrates. Sally is an invertebrate. Every invertebrate is small. Sally is small. ,False,Sally is not small
